1,1
1,2
2,3
2,4
3,5
3,6
4,7
4,8
5,9
5,10
108,9
108,10
6,11
6,12
7,13
7,14
8,15
8,16
9,17
9,18
10,19
10,20
299,19
299,20
11,21
11,22
12,23
12,24
13,25
13,26
14,27
14,28
15,29
15,30
16,31
16,32
17,33
17,34
18,35
18,36
19,37
19,38
20,39
20,40
21,39
21,40
22,41
22,42
23,43
23,44
24,45
24,46
25,13
25,14
537,45
537,46
26,49
26,50
27,51
27,52
99,51
99,52
28,53
28,54
29,57
29,58
134,57
134,58
26,57
26,58
98,57
98,58
30,59
30,60
31,61
31,62
32,63
32,55
35,63
35,55
33,64
33,65
34,66
34,67
36,69
36,70
37,71
37,72
40,71
40,72
38,73
38,74
39,75
39,76
77,75
77,76
78,75
78,76
41,79
41,80
42,81
42,82
43,83
43,84
44,85
44,86
45,87
45,88
46,89
46,90
47,91
47,92
48,93
48,94
49,95
49,96
50,97
50,98
51,99
51,100
52,101
52,102
53,103
53,104
54,105
54,106
55,107
55,108
56,109
56,110
57,111
57,112
58,113
58,114
59,115
59,116
81,115
81,116
84,115
84,116
85,115
85,116
179,53
179,54
60,117
60,118
445,117
445,118
61,119
61,120
250,119
250,120
62,121
62,122
63,123
63,124
260,123
260,124
215,123
215,124
64,125
64,126
65,127
65,128
66,129
66,130
273,129
273,130
67,131
67,132
522,131
522,132
68,133
68,134
657,133
657,134
69,135
69,136
70,137
70,138
71,139
71,140
72,141
72,142
73,143
73,144
74,145
74,146
75,147
75,148
76,149
76,150
79,151
79,152
80,153
80,154
82,155
82,156
83,157
83,158
86,159
86,160
149,159
149,160
87,161
87,162
147,161
147,162
88,163
88,164
89,165
89,166
100,180
100,181
150,180
150,181
101,182
101,183
103,186
103,187
404,186
404,187
104,188
104,189
461,188
461,189
105,190
105,191
106,192
106,193
111,202
111,203
462,202
462,203
119,218
119,219
132,218
132,219
120,220
120,221
121,222
121,223
122,224
122,225
125,230
125,231
126,232
126,233
130,238
130,239
189,238
189,239
133,242
133,243
359,242
359,243
136,244
136,245
148,264
148,265
247,264
247,265
259,264
259,265
151,266
151,267
152,266
152,267
90,167
90,168
91,169
91,170
92,171
92,172
93,173
93,174
94,47
94,175
95,176
95,177
96,178
96,179
97,178
97,179
102,184
102,185
107,194
107,195
109,198
109,199
110,200
110,201
112,204
112,205
113,206
113,207
114,208
114,209
115,210
115,211
116,212
116,213
117,214
117,215
118,216
118,217
123,226
123,227
124,228
124,229
130,240
130,241
127,234
127,235
326,234
326,235
330,234
330,235
128,236
128,237
135,246
135,247
136,248
136,249
137,250
137,251
138,254
138,255
139,256
139,257
140,258
140,259
141,260
141,261
142,262
142,263
150,268
150,269
151,56
151,270
152,271
152,272
153,273
153,274
216,273
216,274
154,275
154,276
472,277
472,278
155,279
155,280
156,281
156,282
157,283
157,284
158,285
158,286
159,287
159,288
160,289
160,290
161,291
161,292
162,293
162,294
163,295
163,296
164,297
164,298
165,299
165,300
166,301
166,302
167,303
167,304
168,305
168,306
169,307
169,308
170,309
170,310
171,311
171,312
172,313
172,314
173,317
173,318
174,319
174,320
175,321
175,322
176,323
176,324
177,325
177,326
178,327
178,328
180,329
10,330
181,331
181,332
182,333
182,334
183,335
183,336
184,337
184,338
185,339
185,340
186,341
186,342
187,343
187,344
188,345
188,346
190,347
190,348
191,349
191,350
192,351
192,352
194,353
194,354
195,355
195,356
193,232
193,233
196,357
196,358
198,357
198,358
200,357
200,358
197,359
197,360
199,359
199,360
277,357
277,358
201,361
201,362
202,363
202,364
203,365
203,366
204,367
204,368
205,369
205,370
206,371
206,372
207,373
207,374
208,375
208,376
209,377
209,378
210,379
210,380
211,381
211,382
212,383
212,384
213,385
213,386
214,387
214,388
217,389
217,390
218,391
218,392
219,393
219,394
220,395
220,396
221,397
221,398
222,399
222,400
223,401
223,402
224,403
224,404
225,405
225,406
226,407
226,408
227,409
227,410
228,411
228,412
229,413
229,414
230,415
230,416
231,417
231,418
232,419
232,420
233,423
233,424
412,423
412,424
391,413
391,414
234,425
234,426
235,427
235,428
236,429
236,430
237,431
237,432
238,433
238,434
239,435
239,436
240,437
240,438
241,439
241,440
242,441
242,442
243,443
243,444
244,445
244,446
245,447
245,448
678,433
678,434
570,443
570,444
608,441
608,442
389,441
389,442
246,449
246,450
501,449
501,450
469,449
469,450
248,451
248,452
249,453
249,454
251,455
251,456
252,457
252,458
253,459
253,460
254,461
254,462
255,463
255,464
256,465
256,466
257,467
257,468
258,469
258,470
261,471
261,472
262,473
262,474
263,475
263,476
265,479
265,480
266,481
266,482
267,483
267,484
268,485
268,486
269,487
269,488
270,489
270,490
271,491
271,492
264,477
264,478
272,477
272,478
278,503
278,504
282,503
282,504
275,495
275,496
283,495
283,496
274,497
274,498
276,499
276,500
279,505
279,506
280,507
280,508
281,509
281,510
284,511
284,512
285,513
285,514
286,515
286,516
287,517
287,518
288,519
288,520
289,521
289,522
296,521
296,522
413,417
413,418
290,523
290,524
291,525
291,526
292,527
292,528
293,529
293,530
294,531
294,532
295,533
295,534
297,535
297,536
298,537
298,538
302,543
302,544
559,543
559,544
576,543
576,544
578,543
578,544
308,555
308,556
364,555
364,556
606,555
606,556
300,539
300,540
301,541
301,542
303,545
303,546
304,547
304,548
305,549
305,550
306,551
306,552
307,553
307,554
309,557
309,558
310,559
310,560
311,561
311,562
312,563
312,564
313,565
313,566
314,567
314,568
315,569
315,570
418,569
418,570
332,569
332,570
318,575
318,576
322,575
322,576
316,571
316,572
317,573
317,574
319,577
319,578
320,579
320,580
321,581
321,582
323,583
323,584
324,585
324,586
325,587
325,588
333,587
333,588
327,589
327,590
328,591
328,592
329,593
329,594
331,595
331,596
336,601
336,602
381,601
381,602
573,601
573,602
334,597
334,598
335,599
335,600
355,224
355,225
337,603
337,604
338,605
338,606
339,607
339,608
340,609
340,610
341,611
341,612
342,613
342,614
343,615
343,616
344,617
344,618
345,619
345,620
346,621
346,622
347,623
347,624
348,625
348,626
349,627
349,628
350,629
350,630
351,631
351,632
352,633
352,634
353,635
353,636
354,637
354,638
356,639
356,640
357,641
357,642
358,643
358,644
362,649
362,650
417,649
417,650
360,645
360,646
361,647
361,648
363,651
363,652
365,653
365,654
366,655
366,656
367,657
367,658
368,659
368,660
370,659
370,660
369,661
369,662
371,665
371,666
372,667
372,668
373,669
373,670
374,671
374,672
375,673
375,674
376,675
376,676
377,677
377,678
378,679
378,680
379,681
379,682
380,683
380,684
560,683
560,684
382,685
382,686
504,685
504,686
383,687
383,688
384,689
384,690
385,691
385,692
386,693
386,694
387,695
387,696
388,699
388,700
390,701
390,702
396,713
396,714
407,713
407,714
392,705
392,706
393,707
393,708
394,709
394,710
395,711
395,712
397,715
397,716
398,717
398,718
399,719
399,720
400,721
400,722
401,723
401,724
402,725
402,726
403,727
403,728
405,729
405,730
406,731
406,732
408,735
408,736
409,739
409,740
410,741
410,742
411,743
411,744
414,747
414,748
415,749
415,750
416,751
416,752
421,691
421,692
419,755
419,756
420,757
420,758
422,759
422,760
423,761
423,762
424,763
424,764
425,765
425,766
426,767
426,768
427,769
427,770
428,771
428,772
429,773
429,774
430,115
430,116
431,775
431,776
433,777
433,778
432,3
432,4
434,779
434,780
435,781
435,782
436,783
436,784
437,785
437,786
438,787
438,788
439,789
439,790
440,791
440,792
441,793
441,794
442,795
442,796
443,797
443,798
444,799
444,800
446,801
446,802
447,803
447,804
450,803
450,804
448,805
448,806
449,807
449,808
456,743
456,744
567,214
567,215
675,779
675,780
451,809
451,810
452,811
452,812
453,813
453,814
454,815
454,816
455,817
455,818
457,821
457,822
458,823
458,824
459,825
459,826
460,827
460,828
463,829
463,830
464,831
464,832
465,833
465,834
466,835
466,836
467,837
467,838
468,839
468,840
471,843
471,844
610,843
610,844
470,841
470,842
473,845
473,846
474,849
474,850
475,851
475,852
476,853
476,854
477,855
477,856
478,857
478,858
479,859
479,860
480,861
480,862
481,863
481,864
482,865
482,866
483,867
483,868
484,869
484,870
485,871
485,872
486,873
486,874
487,875
487,876
488,877
488,878
489,879
489,880
490,881
490,882
494,889
494,890
535,889
535,890
491,883
491,884
492,885
492,886
493,887
493,888
495,891
495,892
496,893
496,894
497,895
497,896
498,897
498,898
499,899
499,900
500,901
500,902
502,903
502,904
503,905
503,906
508,913
508,914
642,913
642,914
643,913
643,914
505,907
505,908
506,909
506,910
507,911
507,912
509,915
509,916
510,917
510,918
511,919
511,920
512,921
512,922
513,923
513,924
514,925
514,926
515,927
515,928
516,929
516,930
517,931
517,932
518,933
518,934
519,935
519,936
520,937
520,938
521,939
521,940
524,943
524,944
575,943
575,944
523,941
523,942
525,945
525,946
526,947
526,948
527,949
527,950
528,951
528,952
529,953
529,954
530,955
530,956
531,957
531,958
532,959
532,960
533,961
533,962
534,963
534,964
536,939
536,940
538,965
538,966
539,967
539,968
540,455
540,456
541,969
541,970
542,971
542,972
543,973
543,974
544,975
544,976
545,977
545,978
546,979
546,980
547,981
547,982
548,983
548,984
549,985
549,986
550,987
550,988
551,989
551,990
552,475
552,476
553,991
553,992
581,991
581,992
555,995
555,996
561,995
561,996
554,993
554,994
556,997
556,998
557,999
557,1000
558,1001
558,1002
562,1003
562,1004
563,1005
563,1006
564,1007
564,1008
565,1009
565,1010
566,1011
566,1012
568,1013
568,1014
569,1015
569,1016
571,1017
571,1018
572,1021
572,1022
574,1023
574,1024
577,1025
577,1026
579,1027
579,1028
580,1029
580,1030
582,1031
582,1032
583,1033
583,1034
584,1035
584,1036
585,1037
585,1038
586,1039
586,1040
587,1041
587,1042
588,1043
588,1044
589,1045
589,1046
590,1047
590,1048
591,1049
591,1050
592,1051
592,1052
593,1053
593,1054
594,1055
594,1056
595,1057
595,1058
596,1059
596,1060
597,1061
597,1062
598,1063
598,1064
599,1065
599,1066
600,1067
600,1068
601,1069
601,1070
602,1071
602,1072
603,1073
603,1074
604,1075
604,1076
605,1077
605,1078
607,1079
607,1080
609,1081
609,1082
611,1083
611,1084
612,1085
612,1086
613,1087
613,1088
614,1089
614,1090
615,1091
615,1092
616,1093
616,1094
617,1095
617,1096
618,1097
618,1098
619,1099
619,1100
620,1101
620,1102
621,1103
621,1104
622,1105
622,1106
623,1107
623,1108
624,1109
624,1110
625,1109
625,1110
626,1111
626,1112
627,1113
627,1114
648,1113
648,1114
628,1115
628,1116
629,1117
629,1118
630,1119
630,1120
631,1121
631,1122
632,1123
632,1124
633,1125
633,1126
634,1127
634,1128
635,1129
635,1130
636,1131
636,1132
637,1133
637,1134
638,1135
638,1136
639,1137
639,1138
640,1139
640,1140
641,1141
641,1142
644,1143
644,1144
645,1145
645,1146
646,1147
646,1148
647,1149
647,1150
649,1151
649,1152
651,1151
651,1152
650,1153
650,1154
652,1155
652,1156
653,1157
653,1158
654,1159
654,1160
655,1161
655,1162
656,1163
656,1164
673,659
673,660
658,1165
658,1166
659,1167
659,1168
660,1169
660,1170
661,1171
661,1172
662,1173
662,1174
663,1175
663,1176
664,1177
664,1178
665,1179
665,1180
666,1181
666,1182
667,1183
667,1184
668,1185
668,1186
669,1187
669,1188
670,1189
670,1190
671,1191
671,1192
672,1193
672,1194
674,1195
674,1196
676,1197
676,1198
677,1199
677,1200
679,1201
679,1202
680,1203
680,1204
681,1205
681,1206
682,1207
682,1208
683,1209
683,1210
